oracle_group_id,scenario_name,realization_id,source_sector_id,target_sector_id,module_name,selected_action_id_raw,selected_action_id_safe,raw_action_type,safe_action_type,raw_predicted_reward,safe_predicted_reward,raw_true_reward,safe_true_reward,raw_selected_safety_valid,safe_selected_safety_valid,safety_filter_changed_action,fallback_used,noop_selected,selection_reason,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,oracle_action_id,oracle_reward,raw_regret,safety_enforced_regret,raw_top1_oracle_match,safe_top1_oracle_match,safe_top2_oracle_match
1500,low_load_energy_saving_candidate,15,10,10,ES,21143,21143,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21143,0.25,0,0,1,1,1
1501,low_load_energy_saving_candidate,15,11,11,ES,21146,21145,sleep,keep_active,0.249991236833438,0,-0.0807931673082495,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21145,0,0.0807931673082495,0,0,1,1
1502,low_load_energy_saving_candidate,15,12,12,ES,21149,21149,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21149,0.25,0,0,1,1,1
1503,low_load_energy_saving_candidate,15,13,13,ES,21152,21152,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21152,0.25,0,0,1,1,1
1504,low_load_energy_saving_candidate,15,14,14,ES,21155,21154,sleep,keep_active,0.249991236833438,0,-0.137130643700292,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21154,0,0.137130643700292,0,0,1,1
1505,low_load_energy_saving_candidate,15,15,15,ES,21158,21158,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21158,0.25,0,0,1,1,1
1506,low_load_energy_saving_candidate,15,16,16,ES,21161,21161,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21161,0.25,0,0,1,1,1
1507,low_load_energy_saving_candidate,15,17,17,ES,21164,21163,sleep,keep_active,0.249991236833438,0,-0.129769815238694,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21163,0,0.129769815238694,0,0,1,1
1508,low_load_energy_saving_candidate,15,18,18,ES,21167,21167,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21167,0.25,0,0,1,1,1
1509,low_load_energy_saving_candidate,15,19,19,ES,21170,21170,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21170,0.25,0,0,1,1,1
1510,low_load_energy_saving_candidate,15,20,20,ES,21173,21172,sleep,keep_active,0.249991236833438,0,-0.0706649403593719,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21172,0,0.0706649403593719,0,0,1,1
1511,low_load_energy_saving_candidate,15,21,21,ES,21176,21175,sleep,keep_active,0.249991236833438,0,-0.0637237054836939,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21175,0,0.0637237054836939,0,0,1,1
1514,outage_sector,15,6,6,ES,21184,21183,sleep,keep_active,0.249991236833438,0,-0.083124761235893,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21183,0,0.083124761235893,0,0,1,1
1515,outage_sector,15,15,15,ES,21186,21186,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21186,0,0,0,1,1,1
1517,handover_stress,16,5,5,ES,21191,21191,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21191,0,0,0,1,1,1
1518,handover_stress,16,13,13,ES,21194,21193,sleep,keep_active,0.249991236833438,0,-0.0594155348982612,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21193,0,0.0594155348982612,0,0,1,1
1519,handover_stress,16,18,18,ES,21197,21197,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21197,0.25,0,0,1,1,1
1599,outage_sector,17,4,4,ES,21430,21429,sleep,keep_active,0.249991236833438,0,-0.164570034175583,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21429,0,0.164570034175583,0,0,1,1
1600,outage_sector,17,5,5,ES,21433,21432,sleep,keep_active,0.249991236833438,0,-0.159622094050427,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21432,0,0.159622094050427,0,0,1,1
1601,outage_sector,17,11,11,ES,21436,21435,sleep,keep_active,0.249991236833438,0,-0.187012242378814,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21435,0,0.187012242378814,0,0,1,1
1602,outage_sector,17,13,13,ES,21439,21438,sleep,keep_active,0.249991236833438,0,-0.115512689812523,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21438,0,0.115512689812523,0,0,1,1
1603,outage_sector,17,14,14,ES,21442,21441,sleep,keep_active,0.249991236833438,0,-0.0503525502325576,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21441,0,0.0503525502325576,0,0,1,1
1604,outage_sector,17,17,17,ES,21444,21444,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21444,0,0,0,1,1,1
1628,low_load_energy_saving_candidate,18,1,1,ES,21513,21513,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21513,0.25,0,0,1,1,1
1629,low_load_energy_saving_candidate,18,2,2,ES,21516,21515,sleep,keep_active,0.249991236833438,0,-0.188870897841769,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21515,0,0.188870897841769,0,0,1,1
1630,low_load_energy_saving_candidate,18,3,3,ES,21519,21518,sleep,keep_active,0.249991236833438,0,-0.0814824106971897,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21518,0,0.0814824106971897,0,0,1,1
1631,low_load_energy_saving_candidate,18,4,4,ES,21522,21521,sleep,keep_active,0.249991236833438,0,-0.0556787280357181,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21521,0,0.0556787280357181,0,0,1,1
1632,low_load_energy_saving_candidate,18,5,5,ES,21525,21524,sleep,keep_active,0.249991236833438,0,-0.0694264093023368,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21524,0,0.0694264093023368,0,0,1,1
1633,low_load_energy_saving_candidate,18,6,6,ES,21528,21527,sleep,keep_active,0.249991236833438,0,-0.169045582842287,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21527,0,0.169045582842287,0,0,1,1
1634,low_load_energy_saving_candidate,18,7,7,ES,21531,21530,sleep,keep_active,0.249991236833438,0,-0.0511009069720129,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21530,0,0.0511009069720129,0,0,1,1
1635,low_load_energy_saving_candidate,18,9,9,ES,21534,21533,sleep,keep_active,0.249991236833438,0,-0.0521415174490049,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21533,0,0.0521415174490049,0,0,1,1
1636,low_load_energy_saving_candidate,18,10,10,ES,21536,21536,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21536,0,0,0,1,1,1
1637,low_load_energy_saving_candidate,18,11,11,ES,21539,21538,sleep,keep_active,0.249991236833438,0,-0.0592943115428971,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21538,0,0.0592943115428971,0,0,1,1
1638,low_load_energy_saving_candidate,18,12,12,ES,21542,21541,sleep,keep_active,0.249991236833438,0,-0.000611000079746904,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21541,0,0.000611000079746904,0,0,1,1
1639,low_load_energy_saving_candidate,18,13,13,ES,21545,21544,sleep,keep_active,0.249991236833438,0,-0.0810653655211737,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21544,0,0.0810653655211737,0,0,1,1
1640,low_load_energy_saving_candidate,18,14,14,ES,21548,21547,sleep,keep_active,0.249991236833438,0,-0.0545506773644328,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21547,0,0.0545506773644328,0,0,1,1
1641,low_load_energy_saving_candidate,18,15,15,ES,21551,21550,sleep,keep_active,0.249991236833438,0,-0.113147229468145,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21550,0,0.113147229468145,0,0,1,1
1642,low_load_energy_saving_candidate,18,16,16,ES,21554,21553,sleep,keep_active,0.249991236833438,0,-0.0906922432256567,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21553,0,0.0906922432256567,0,0,1,1
1643,low_load_energy_saving_candidate,18,17,17,ES,21557,21556,sleep,keep_active,0.249991236833438,0,-0.0727992271267929,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21556,0,0.0727992271267929,0,0,1,1
1644,low_load_energy_saving_candidate,18,18,18,ES,21560,21560,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21560,0.25,0,0,1,1,1
1645,low_load_energy_saving_candidate,18,19,19,ES,21563,21562,sleep,keep_active,0.249991236833438,0,-0.147279834355862,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21562,0,0.147279834355862,0,0,1,1
1646,low_load_energy_saving_candidate,18,20,20,ES,21566,21565,sleep,keep_active,0.249991236833438,0,-0.0353958623118079,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21565,0,0.0353958623118079,0,0,1,1
1647,low_load_energy_saving_candidate,18,21,21,ES,21569,21569,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21569,0.25,0,0,1,1,1
1655,low_load,19,1,1,ES,21590,21589,sleep,keep_active,0.249991236833438,0,-0.0653136382941502,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21589,0,0.0653136382941502,0,0,1,1
1656,low_load,19,3,3,ES,21593,21592,sleep,keep_active,0.249991236833438,0,-0.114805333084925,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21592,0,0.114805333084925,0,0,1,1
1657,low_load,19,4,4,ES,21596,21595,sleep,keep_active,0.249991236833438,0,0.0173277969961353,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21595,0,-0.0173277969961353,0,0,1,1
1658,low_load,19,5,5,ES,21599,21598,sleep,keep_active,0.249991236833438,0,-0.0300463019298188,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21598,0,0.0300463019298188,0,0,1,1
1659,low_load,19,6,6,ES,21602,21602,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21602,0.25,0,0,1,1,1
1660,low_load,19,7,7,ES,21605,21605,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21605,0.25,0,0,1,1,1
1661,low_load,19,8,8,ES,21608,21608,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21608,0.25,0,0,1,1,1
1662,low_load,19,10,10,ES,21610,21610,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21610,0,0,0,1,1,1
1663,low_load,19,11,11,ES,21613,21612,sleep,keep_active,0.249991236833438,0,-0.051336046841981,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21612,0,0.051336046841981,0,0,1,1
1664,low_load,19,12,12,ES,21616,21615,sleep,keep_active,0.249991236833438,0,0.000531397224187213,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21615,0,-0.000531397224187213,0,0,1,1
1665,low_load,19,13,13,ES,21619,21618,sleep,keep_active,0.249991236833438,0,-0.0407903891320597,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21618,0,0.0407903891320597,0,0,1,1
1666,low_load,19,15,15,ES,21622,21622,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21622,0.25,0,0,1,1,1
1667,low_load,19,16,16,ES,21625,21624,sleep,keep_active,0.249991236833438,0,-0.0807367809739432,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21624,0,0.0807367809739432,0,0,1,1
1668,low_load,19,17,17,ES,21628,21627,sleep,keep_active,0.249991236833438,0,-0.14614422414006,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21627,0,0.14614422414006,0,0,1,1
1669,low_load,19,18,18,ES,21631,21630,sleep,keep_active,0.249991236833438,0,-0.121449301566385,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21630,0,0.121449301566385,0,0,1,1
1670,low_load,19,19,19,ES,21634,21633,sleep,keep_active,0.249991236833438,0,-0.0223992102022978,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21633,0,0.0223992102022978,0,0,1,1
1671,low_load,19,20,20,ES,21637,21637,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21637,0.25,0,0,1,1,1
1672,low_load,19,21,21,ES,21640,21639,sleep,keep_active,0.249991236833438,0,-0.0803775539371937,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21639,0,0.0803775539371937,0,0,1,1
1673,low_load_energy_saving_candidate,19,1,1,ES,21643,21643,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21643,0.25,0,0,1,1,1
1674,low_load_energy_saving_candidate,19,2,2,ES,21646,21645,sleep,keep_active,0.249991236833438,0,-0.189837046812872,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21645,0,0.189837046812872,0,0,1,1
1675,low_load_energy_saving_candidate,19,3,3,ES,21649,21648,sleep,keep_active,0.249991236833438,0,-0.151631901739087,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21648,0,0.151631901739087,0,0,1,1
1676,low_load_energy_saving_candidate,19,4,4,ES,21652,21651,sleep,keep_active,0.249991236833438,0,0.00516279473923759,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21651,0,-0.00516279473923759,0,0,1,1
1677,low_load_energy_saving_candidate,19,5,5,ES,21655,21655,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21655,0.25,0,0,1,1,1
1678,low_load_energy_saving_candidate,19,6,6,ES,21658,21657,sleep,keep_active,0.249991236833438,0,-0.18956738045941,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21657,0,0.18956738045941,0,0,1,1
1679,low_load_energy_saving_candidate,19,7,7,ES,21661,21660,sleep,keep_active,0.249991236833438,0,-0.0844789508590905,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21660,0,0.0844789508590905,0,0,1,1
1680,low_load_energy_saving_candidate,19,8,8,ES,21664,21663,sleep,keep_active,0.249991236833438,0,-0.17245315933148,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21663,0,0.17245315933148,0,0,1,1
1681,low_load_energy_saving_candidate,19,9,9,ES,21667,21667,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21667,0.25,0,0,1,1,1
1682,low_load_energy_saving_candidate,19,10,10,ES,21670,21669,sleep,keep_active,0.249991236833438,0,-0.164492746104136,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21669,0,0.164492746104136,0,0,1,1
1683,low_load_energy_saving_candidate,19,11,11,ES,21673,21672,sleep,keep_active,0.249991236833438,0,-0.0924936475991894,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21672,0,0.0924936475991894,0,0,1,1
1684,low_load_energy_saving_candidate,19,12,12,ES,21676,21675,sleep,keep_active,0.249991236833438,0,-0.107812989908533,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21675,0,0.107812989908533,0,0,1,1
1685,low_load_energy_saving_candidate,19,13,13,ES,21679,21679,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21679,0.25,0,0,1,1,1
1686,low_load_energy_saving_candidate,19,14,14,ES,21682,21681,sleep,keep_active,0.249991236833438,0,-0.0391231537148212,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21681,0,0.0391231537148212,0,0,1,1
1687,low_load_energy_saving_candidate,19,15,15,ES,21685,21684,sleep,keep_active,0.249991236833438,0,-0.0860730972273157,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21684,0,0.0860730972273157,0,0,1,1
1688,low_load_energy_saving_candidate,19,17,17,ES,21688,21687,sleep,keep_active,0.249991236833438,0,-0.0335419045668038,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21687,0,0.0335419045668038,0,0,1,1
1689,low_load_energy_saving_candidate,19,18,18,ES,21691,21690,sleep,keep_active,0.249991236833438,0,-0.112663309104175,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21690,0,0.112663309104175,0,0,1,1
1690,low_load_energy_saving_candidate,19,19,19,ES,21694,21694,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21694,0.25,0,0,1,1,1
1691,low_load_energy_saving_candidate,19,20,20,ES,21697,21696,sleep,keep_active,0.249991236833438,0,-0.0161135418538968,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21696,0,0.0161135418538968,0,0,1,1
1692,low_load_energy_saving_candidate,19,21,21,ES,21700,21700,sleep,sleep,0.249991236833438,0.249991236833438,0.25,0.25,1,1,0,0,0,safe_best_predicted,0,0,0,0,0,sleep,21700,0.25,0,0,1,1,1
1699,degraded_sector,20,14,14,ES,21719,21718,sleep,keep_active,0.249991236833438,0,-0.18418496102492,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21718,0,0.18418496102492,0,0,1,1
1700,degraded_sector,20,20,20,ES,21721,21721,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21721,0,0,0,1,1,1
1739,outage_sector,20,7,7,ES,21831,21830,sleep,keep_active,0.249991236833438,0,-0.0898409239446449,0,0,1,1,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21830,0,0.0898409239446449,0,0,1,1
1740,outage_sector,20,20,20,ES,21833,21833,keep_active,keep_active,0,0,0,0,1,1,0,0,1,safe_best_predicted,0,0,0,0,0,keep_active,21833,0,0,0,1,1,1
1785,handover_stress,1,2,12,HO/MRO,22149,22149,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,22147,0.11025,0,0,0,0,0
1786,handover_stress,1,3,20,HO/MRO,22327,22386,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,0,1,1,0,0,safe_best_predicted,0,0,3,-2,320,,22384,0.11025,0,0,0,0,0
1787,handover_stress,1,4,5,HO/MRO,22505,22505,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,22503,0.11025,0,0,0,0,0
1788,handover_stress,1,5,1,HO/MRO,22683,22683,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,22681,0.11025,0,0,0,0,0
1789,handover_stress,1,6,19,HO/MRO,22861,22861,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,22859,0.11025,0,0,0,0,0
1790,handover_stress,1,8,10,HO/MRO,23039,23039,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23037,0.11025,0,0,0,0,0
1791,handover_stress,1,9,1,HO/MRO,23217,23217,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23215,0.11025,0,0,0,0,0
1792,handover_stress,1,11,10,HO/MRO,23395,23395,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23393,0.11025,0,0,0,0,0
1793,handover_stress,1,12,2,HO/MRO,23573,23573,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23571,0.11025,0,0,0,0,0
1794,handover_stress,1,13,2,HO/MRO,23751,23751,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23749,0.11025,0,0,0,0,0
1795,handover_stress,1,15,17,HO/MRO,23929,23929,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,23927,0.11025,0,0,0,0,0
1796,handover_stress,1,16,20,HO/MRO,24107,24107,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,24105,0.11025,0,0,0,0,0
1797,handover_stress,1,17,15,HO/MRO,24285,24285,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,24283,0.11025,0,0,0,0,0
1798,handover_stress,1,18,3,HO/MRO,24463,24522,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,0,1,1,0,0,safe_best_predicted,0,0,3,-2,320,,24520,0.11025,0,0,0,0,0
1799,handover_stress,1,19,6,HO/MRO,24641,24641,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,24639,0.11025,0,0,0,0,0
1800,handover_stress,1,20,3,HO/MRO,24819,24819,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,24817,0.11025,0,0,0,0,0
1801,handover_stress,1,21,19,HO/MRO,24997,24997,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,24995,0.11025,0,0,0,0,0
1812,outage_sector,1,2,12,HO/MRO,26955,26955,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,26953,0.11025,0,0,0,0,0
1813,outage_sector,1,5,1,HO/MRO,27133,27133,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,27131,0.11025,0,0,0,0,0
1816,degraded_sector,2,2,12,HO/MRO,27714,27714,handover_parameter_adjustment,handover_parameter_adjustment,0.134431850157558,0.134431850157558,0.13425,0.13425,1,1,0,0,0,safe_best_predicted,0,0,3,2,320,,27665,0.13425,0,0,0,0,0
1817,degraded_sector,2,9,1,HO/MRO,27845,27845,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,27843,0.11025,0,0,0,0,0
1818,degraded_sector,2,10,8,HO/MRO,28023,28023,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28021,0.11025,0,0,0,0,0
1819,handover_stress,2,1,5,HO/MRO,28201,28201,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28199,0.11025,0,0,0,0,0
1820,handover_stress,2,3,16,HO/MRO,28379,28379,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28377,0.11025,0,0,0,0,0
1821,handover_stress,2,5,1,HO/MRO,28557,28557,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28555,0.11025,0,0,0,0,0
1822,handover_stress,2,8,10,HO/MRO,28735,28735,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28733,0.11025,0,0,0,0,0
1823,handover_stress,2,9,1,HO/MRO,28913,28913,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,28911,0.11025,0,0,0,0,0
1824,handover_stress,2,10,8,HO/MRO,29091,29091,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29089,0.11025,0,0,0,0,0
1825,handover_stress,2,12,2,HO/MRO,29269,29269,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29267,0.11025,0,0,0,0,0
1826,handover_stress,2,13,2,HO/MRO,29447,29447,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29445,0.11025,0,0,0,0,0
1827,handover_stress,2,16,20,HO/MRO,29625,29625,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29623,0.11025,0,0,0,0,0
1828,handover_stress,2,17,15,HO/MRO,29803,29803,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29801,0.11025,0,0,0,0,0
1829,handover_stress,2,18,16,HO/MRO,29981,29981,handover_parameter_adjustment,handover_parameter_adjustment,0.110310525225177,0.110310525225177,0.11025,0.11025,1,1,0,0,0,safe_best_predicted,0,0,3,-2,320,,29979,0.11025,0,0,0,0,0
