coordinator_group_id,oracle_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,selected_action_id_safe,safe_action_type,safe_selected_safety_valid,fallback_used,noop_selected,safety_enforced_regret,predicted_reward,true_reward,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_parameter,action_scope,affected_sector_id
49,1235,low_load_energy_saving_candidate,9,ES,6,3,3,3,3,20378,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,3,3,sectors.is_sleeping,ES_state,source_only,3
49,1236,low_load_energy_saving_candidate,9,ES,6,4,4,4,4,20380,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
49,1237,low_load_energy_saving_candidate,9,ES,6,5,5,5,5,20384,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,5,5,sectors.is_sleeping,ES_state,source_only,5
49,1238,low_load_energy_saving_candidate,9,ES,6,7,7,7,7,20386,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
49,1239,low_load_energy_saving_candidate,9,ES,6,8,8,8,8,20389,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
49,1240,low_load_energy_saving_candidate,9,ES,6,9,9,9,9,20392,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,9,9,none,none,no_op,9
49,1241,low_load_energy_saving_candidate,9,ES,6,10,10,10,10,20396,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,10,10,sectors.is_sleeping,ES_state,source_only,10
49,1242,low_load_energy_saving_candidate,9,ES,6,11,11,11,11,20398,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
49,1243,low_load_energy_saving_candidate,9,ES,6,12,12,12,12,20402,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,12,12,sectors.is_sleeping,ES_state,source_only,12
49,1244,low_load_energy_saving_candidate,9,ES,6,13,13,13,13,20404,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
49,1245,low_load_energy_saving_candidate,9,ES,6,14,14,14,14,20407,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
49,1246,low_load_energy_saving_candidate,9,ES,6,15,15,15,15,20409,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
49,1247,low_load_energy_saving_candidate,9,ES,6,16,16,16,16,20412,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,16,16,none,none,no_op,16
49,1248,low_load_energy_saving_candidate,9,ES,6,17,17,17,17,20416,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,17,17,sectors.is_sleeping,ES_state,source_only,17
49,1249,low_load_energy_saving_candidate,9,ES,6,18,18,18,18,20418,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,18,18,none,none,no_op,18
49,1250,low_load_energy_saving_candidate,9,ES,6,20,20,20,20,20422,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,20,20,sectors.is_sleeping,ES_state,source_only,20
49,1251,low_load_energy_saving_candidate,9,ES,6,21,21,21,21,20425,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
50,1257,degraded_sector,10,ES,6,5,5,5,5,20441,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
50,1258,degraded_sector,10,ES,6,10,10,10,10,20444,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
6,1339,mixed_conflict,11,ES,6,2,2,2,2,20678,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,2,2,sectors.is_sleeping,ES_state,source_only,2
51,1423,normal,13,ES,6,19,19,19,19,20920,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,19,19,sectors.is_sleeping,ES_state,source_only,19
52,1447,low_load_energy_saving_candidate,14,ES,6,1,1,1,1,20987,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,1,1,none,none,no_op,1
52,1448,low_load_energy_saving_candidate,14,ES,6,2,2,2,2,20990,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,2,2,none,none,no_op,2
52,1449,low_load_energy_saving_candidate,14,ES,6,3,3,3,3,20993,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
52,1450,low_load_energy_saving_candidate,14,ES,6,4,4,4,4,20996,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
52,1451,low_load_energy_saving_candidate,14,ES,6,5,5,5,5,20999,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
52,1452,low_load_energy_saving_candidate,14,ES,6,6,6,6,6,21003,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,6,6,sectors.is_sleeping,ES_state,source_only,6
52,1453,low_load_energy_saving_candidate,14,ES,6,7,7,7,7,21005,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
52,1454,low_load_energy_saving_candidate,14,ES,6,8,8,8,8,21007,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
52,1455,low_load_energy_saving_candidate,14,ES,6,9,9,9,9,21010,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,9,9,none,none,no_op,9
52,1456,low_load_energy_saving_candidate,14,ES,6,10,10,10,10,21012,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
52,1457,low_load_energy_saving_candidate,14,ES,6,11,11,11,11,21015,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
52,1458,low_load_energy_saving_candidate,14,ES,6,13,13,13,13,21018,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
52,1459,low_load_energy_saving_candidate,14,ES,6,14,14,14,14,21022,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,14,14,sectors.is_sleeping,ES_state,source_only,14
52,1460,low_load_energy_saving_candidate,14,ES,6,15,15,15,15,21024,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
52,1461,low_load_energy_saving_candidate,14,ES,6,16,16,16,16,21027,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,16,16,none,none,no_op,16
52,1462,low_load_energy_saving_candidate,14,ES,6,17,17,17,17,21031,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,17,17,sectors.is_sleeping,ES_state,source_only,17
52,1463,low_load_energy_saving_candidate,14,ES,6,18,18,18,18,21034,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
52,1464,low_load_energy_saving_candidate,14,ES,6,21,21,21,21,21036,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,21,21,none,none,no_op,21
53,1470,handover_stress,15,ES,6,13,13,13,13,21053,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
53,1471,handover_stress,15,ES,6,21,21,21,21,21056,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,21,21,none,none,no_op,21
54,1492,low_load_energy_saving_candidate,15,ES,6,1,1,1,1,21118,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,1,1,none,none,no_op,1
54,1493,low_load_energy_saving_candidate,15,ES,6,3,3,3,3,21121,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
54,1494,low_load_energy_saving_candidate,15,ES,6,4,4,4,4,21124,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
54,1495,low_load_energy_saving_candidate,15,ES,6,5,5,5,5,21127,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
54,1496,low_load_energy_saving_candidate,15,ES,6,6,6,6,6,21130,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
54,1497,low_load_energy_saving_candidate,15,ES,6,7,7,7,7,21134,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,7,7,sectors.is_sleeping,ES_state,source_only,7
54,1498,low_load_energy_saving_candidate,15,ES,6,8,8,8,8,21136,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
54,1499,low_load_energy_saving_candidate,15,ES,6,9,9,9,9,21139,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,9,9,none,none,no_op,9
54,1500,low_load_energy_saving_candidate,15,ES,6,10,10,10,10,21143,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,10,10,sectors.is_sleeping,ES_state,source_only,10
54,1501,low_load_energy_saving_candidate,15,ES,6,11,11,11,11,21145,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
54,1502,low_load_energy_saving_candidate,15,ES,6,12,12,12,12,21149,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,12,12,sectors.is_sleeping,ES_state,source_only,12
54,1503,low_load_energy_saving_candidate,15,ES,6,13,13,13,13,21152,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,13,13,sectors.is_sleeping,ES_state,source_only,13
54,1504,low_load_energy_saving_candidate,15,ES,6,14,14,14,14,21154,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
54,1505,low_load_energy_saving_candidate,15,ES,6,15,15,15,15,21158,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,15,15,sectors.is_sleeping,ES_state,source_only,15
54,1506,low_load_energy_saving_candidate,15,ES,6,16,16,16,16,21161,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,16,16,sectors.is_sleeping,ES_state,source_only,16
54,1507,low_load_energy_saving_candidate,15,ES,6,17,17,17,17,21163,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
54,1508,low_load_energy_saving_candidate,15,ES,6,18,18,18,18,21167,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
54,1509,low_load_energy_saving_candidate,15,ES,6,19,19,19,19,21170,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,19,19,sectors.is_sleeping,ES_state,source_only,19
54,1510,low_load_energy_saving_candidate,15,ES,6,20,20,20,20,21172,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
54,1511,low_load_energy_saving_candidate,15,ES,6,21,21,21,21,21175,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,21,21,none,none,no_op,21
8,1514,outage_sector,15,ES,6,6,6,6,6,21183,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
8,1515,outage_sector,15,ES,6,15,15,15,15,21186,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
34,1517,handover_stress,16,ES,6,5,5,5,5,21191,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
34,1518,handover_stress,16,ES,6,13,13,13,13,21193,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
34,1519,handover_stress,16,ES,6,18,18,18,18,21197,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
55,1599,outage_sector,17,ES,6,4,4,4,4,21429,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
55,1600,outage_sector,17,ES,6,5,5,5,5,21432,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
55,1601,outage_sector,17,ES,6,11,11,11,11,21435,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
55,1602,outage_sector,17,ES,6,13,13,13,13,21438,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
55,1603,outage_sector,17,ES,6,14,14,14,14,21441,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
55,1604,outage_sector,17,ES,6,17,17,17,17,21444,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
56,1628,low_load_energy_saving_candidate,18,ES,6,1,1,1,1,21513,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,1,1,sectors.is_sleeping,ES_state,source_only,1
56,1629,low_load_energy_saving_candidate,18,ES,6,2,2,2,2,21515,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,2,2,none,none,no_op,2
56,1630,low_load_energy_saving_candidate,18,ES,6,3,3,3,3,21518,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
56,1631,low_load_energy_saving_candidate,18,ES,6,4,4,4,4,21521,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
56,1632,low_load_energy_saving_candidate,18,ES,6,5,5,5,5,21524,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
56,1633,low_load_energy_saving_candidate,18,ES,6,6,6,6,6,21527,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
56,1634,low_load_energy_saving_candidate,18,ES,6,7,7,7,7,21530,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
56,1635,low_load_energy_saving_candidate,18,ES,6,9,9,9,9,21533,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,9,9,none,none,no_op,9
56,1636,low_load_energy_saving_candidate,18,ES,6,10,10,10,10,21536,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
56,1637,low_load_energy_saving_candidate,18,ES,6,11,11,11,11,21538,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
56,1638,low_load_energy_saving_candidate,18,ES,6,12,12,12,12,21541,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,12,12,none,none,no_op,12
56,1639,low_load_energy_saving_candidate,18,ES,6,13,13,13,13,21544,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
56,1640,low_load_energy_saving_candidate,18,ES,6,14,14,14,14,21547,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
56,1641,low_load_energy_saving_candidate,18,ES,6,15,15,15,15,21550,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
56,1642,low_load_energy_saving_candidate,18,ES,6,16,16,16,16,21553,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,16,16,none,none,no_op,16
56,1643,low_load_energy_saving_candidate,18,ES,6,17,17,17,17,21556,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
56,1644,low_load_energy_saving_candidate,18,ES,6,18,18,18,18,21560,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,18,18,sectors.is_sleeping,ES_state,source_only,18
56,1645,low_load_energy_saving_candidate,18,ES,6,19,19,19,19,21562,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,19,19,none,none,no_op,19
56,1646,low_load_energy_saving_candidate,18,ES,6,20,20,20,20,21565,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
56,1647,low_load_energy_saving_candidate,18,ES,6,21,21,21,21,21569,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
57,1655,low_load,19,ES,6,1,1,1,1,21589,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,1,1,none,none,no_op,1
57,1656,low_load,19,ES,6,3,3,3,3,21592,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
57,1657,low_load,19,ES,6,4,4,4,4,21595,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
57,1658,low_load,19,ES,6,5,5,5,5,21598,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,5,5,none,none,no_op,5
57,1659,low_load,19,ES,6,6,6,6,6,21602,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,6,6,sectors.is_sleeping,ES_state,source_only,6
57,1660,low_load,19,ES,6,7,7,7,7,21605,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,7,7,sectors.is_sleeping,ES_state,source_only,7
57,1661,low_load,19,ES,6,8,8,8,8,21608,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,8,8,sectors.is_sleeping,ES_state,source_only,8
57,1662,low_load,19,ES,6,10,10,10,10,21610,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
57,1663,low_load,19,ES,6,11,11,11,11,21612,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
57,1664,low_load,19,ES,6,12,12,12,12,21615,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,12,12,none,none,no_op,12
57,1665,low_load,19,ES,6,13,13,13,13,21618,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,13,13,none,none,no_op,13
57,1666,low_load,19,ES,6,15,15,15,15,21622,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,15,15,sectors.is_sleeping,ES_state,source_only,15
57,1667,low_load,19,ES,6,16,16,16,16,21624,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,16,16,none,none,no_op,16
57,1668,low_load,19,ES,6,17,17,17,17,21627,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
57,1669,low_load,19,ES,6,18,18,18,18,21630,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,18,18,none,none,no_op,18
57,1670,low_load,19,ES,6,19,19,19,19,21633,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,19,19,none,none,no_op,19
57,1671,low_load,19,ES,6,20,20,20,20,21637,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,20,20,sectors.is_sleeping,ES_state,source_only,20
57,1672,low_load,19,ES,6,21,21,21,21,21639,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,21,21,none,none,no_op,21
58,1673,low_load_energy_saving_candidate,19,ES,6,1,1,1,1,21643,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,1,1,sectors.is_sleeping,ES_state,source_only,1
58,1674,low_load_energy_saving_candidate,19,ES,6,2,2,2,2,21645,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,2,2,none,none,no_op,2
58,1675,low_load_energy_saving_candidate,19,ES,6,3,3,3,3,21648,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,3,3,none,none,no_op,3
58,1676,low_load_energy_saving_candidate,19,ES,6,4,4,4,4,21651,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,4,4,none,none,no_op,4
58,1677,low_load_energy_saving_candidate,19,ES,6,5,5,5,5,21655,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,5,5,sectors.is_sleeping,ES_state,source_only,5
58,1678,low_load_energy_saving_candidate,19,ES,6,6,6,6,6,21657,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,6,6,none,none,no_op,6
58,1679,low_load_energy_saving_candidate,19,ES,6,7,7,7,7,21660,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
58,1680,low_load_energy_saving_candidate,19,ES,6,8,8,8,8,21663,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,8,8,none,none,no_op,8
58,1681,low_load_energy_saving_candidate,19,ES,6,9,9,9,9,21667,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,9,9,sectors.is_sleeping,ES_state,source_only,9
58,1682,low_load_energy_saving_candidate,19,ES,6,10,10,10,10,21669,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,10,10,none,none,no_op,10
58,1683,low_load_energy_saving_candidate,19,ES,6,11,11,11,11,21672,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,11,11,none,none,no_op,11
58,1684,low_load_energy_saving_candidate,19,ES,6,12,12,12,12,21675,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,12,12,none,none,no_op,12
58,1685,low_load_energy_saving_candidate,19,ES,6,13,13,13,13,21679,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,13,13,sectors.is_sleeping,ES_state,source_only,13
58,1686,low_load_energy_saving_candidate,19,ES,6,14,14,14,14,21681,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
58,1687,low_load_energy_saving_candidate,19,ES,6,15,15,15,15,21684,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,15,15,none,none,no_op,15
58,1688,low_load_energy_saving_candidate,19,ES,6,17,17,17,17,21687,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,17,17,none,none,no_op,17
58,1689,low_load_energy_saving_candidate,19,ES,6,18,18,18,18,21690,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,18,18,none,none,no_op,18
58,1690,low_load_energy_saving_candidate,19,ES,6,19,19,19,19,21694,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,19,19,sectors.is_sleeping,ES_state,source_only,19
58,1691,low_load_energy_saving_candidate,19,ES,6,20,20,20,20,21696,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
58,1692,low_load_energy_saving_candidate,19,ES,6,21,21,21,21,21700,sleep,1,0,0,0,0.249991236833438,0.25,0,0,0,0,0,sleep,21,21,sectors.is_sleeping,ES_state,source_only,21
14,1699,degraded_sector,20,ES,6,14,14,14,14,21718,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,14,14,none,none,no_op,14
14,1700,degraded_sector,20,ES,6,20,20,20,20,21721,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
59,1739,outage_sector,20,ES,6,7,7,7,7,21830,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,7,7,none,none,no_op,7
59,1740,outage_sector,20,ES,6,20,20,20,20,21833,keep_active,1,0,1,0,0,0,0,0,0,0,0,keep_active,20,20,none,none,no_op,20
38,1785,handover_stress,1,HO/MRO,4,2,12,2,12,22149,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
38,1786,handover_stress,1,HO/MRO,4,3,20,3,20,22386,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,3
38,1787,handover_stress,1,HO/MRO,4,4,5,4,5,22505,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,4,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,4
38,1788,handover_stress,1,HO/MRO,4,5,1,5,1,22683,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
38,1789,handover_stress,1,HO/MRO,4,6,19,6,19,22861,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,6
38,1790,handover_stress,1,HO/MRO,4,8,10,8,10,23039,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,8
38,1791,handover_stress,1,HO/MRO,4,9,1,9,1,23217,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
38,1792,handover_stress,1,HO/MRO,4,11,10,11,10,23395,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,11,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,11
38,1793,handover_stress,1,HO/MRO,4,12,2,12,2,23573,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,12
38,1794,handover_stress,1,HO/MRO,4,13,2,13,2,23751,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
38,1795,handover_stress,1,HO/MRO,4,15,17,15,17,23929,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,15
38,1796,handover_stress,1,HO/MRO,4,16,20,16,20,24107,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
38,1797,handover_stress,1,HO/MRO,4,17,15,17,15,24285,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
38,1798,handover_stress,1,HO/MRO,4,18,3,18,3,24522,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,18
38,1799,handover_stress,1,HO/MRO,4,19,6,19,6,24641,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,19
38,1800,handover_stress,1,HO/MRO,4,20,3,20,3,24819,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
