coordinator_group_id,oracle_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,selected_action_id_safe,safe_action_type,safe_selected_safety_valid,fallback_used,noop_selected,safety_enforced_regret,predicted_reward,true_reward,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_parameter,action_scope,affected_sector_id
78,2322,handover_stress,19,HO/MRO,4,21,19,21,19,117735,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,21
79,2328,normal,19,HO/MRO,4,1,5,1,5,118803,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
79,2329,normal,19,HO/MRO,4,2,12,2,12,118981,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
79,2330,normal,19,HO/MRO,4,16,20,16,20,119159,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
79,2331,normal,19,HO/MRO,4,17,15,17,15,119337,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,17
14,2336,degraded_sector,20,HO/MRO,4,5,1,5,1,120227,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,5
14,2337,degraded_sector,20,HO/MRO,4,16,20,16,20,120405,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,16
80,2357,low_load,20,HO/MRO,4,4,5,4,5,123965,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,4,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,4
80,2358,low_load,20,HO/MRO,4,9,1,9,1,124190,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
81,2359,low_load_energy_saving_candidate,20,HO/MRO,4,2,12,2,12,124321,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,2
81,2360,low_load_energy_saving_candidate,20,HO/MRO,4,10,8,10,8,124499,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,10
81,2361,low_load_energy_saving_candidate,20,HO/MRO,4,13,2,13,2,124677,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,13
59,2364,outage_sector,20,HO/MRO,4,6,16,6,16,125270,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,6,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,6
82,2383,low_load_energy_saving_candidate,21,HO/MRO,4,1,5,1,5,128593,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,1
82,2384,low_load_energy_saving_candidate,21,HO/MRO,4,9,1,9,1,128818,handover_parameter_adjustment,1,0,0,0,0.134431850157558,0.13425,0,0,3,2,320,,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,9
82,2385,low_load_energy_saving_candidate,21,HO/MRO,4,20,3,20,3,128949,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,20
83,2391,outage_sector,21,HO/MRO,4,15,17,15,17,130017,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,15
83,2392,outage_sector,21,HO/MRO,4,19,6,19,6,130195,handover_parameter_adjustment,1,0,0,0,0.110310525225177,0.11025,0,0,3,-2,320,,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,HOM|TTT|CIO,source_neighbor,19
