action_id,oracle_group_id,dataset_id,scenario_id,realization_id,scenario_name,source_sector_id,target_sector_id,module_name,action_type,source_sector_load,target_sector_load,source_mean_RSRP_dBm,source_mean_SINR_dB,source_qos_satisfaction_ratio,source_handover_risk_score,source_attach_rate_sector,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,sleep_flag,is_no_op,es_action_code,reward,safety_valid,oracle_selected,oracle_selection_reason,unsafe_fallback_group,safe_training_candidate,invalid_reason,safety_attach_loss,safety_qos_loss,safety_sinr_loss,safety_rsrp_loss,safety_neighbor_overload,safety_handover_risk,safety_es_sleep_impaired,safety_is_unsafe,evaluation_note
46,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,1,0,0,0,0,0,-1,-0.0232500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
47,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,1,1,0,0,0,0,-1,-0.0293500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
48,1,64,4,1,degraded_sector,1,5,COC/OH,compensate_neighbor,0.187385783208705,0.400608102037871,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,3,1,2,0,0,0,0,-1,-0.0354500000000001,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
49,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-2,0,0,0,0,0,-1,-0.00699999999999985,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
50,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-2,1,0,0,0,0,-1,-0.0130999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
51,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-2,2,0,0,0,0,-1,-0.0191999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
52,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-1,0,0,0,0,0,-1,-0.00349999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
53,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-1,1,0,0,0,0,-1,-0.00959999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
54,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,-1,2,0,0,0,0,-1,-0.0157,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
55,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,0,1,0,0,0,0,-1,-0.00909999999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
56,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,0,2,0,0,0,0,-1,-0.0182,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
57,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,1,0,0,0,0,0,-1,-0.009,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
58,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,1,1,0,0,0,0,-1,-0.0181,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
59,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,0,1,2,0,0,0,0,-1,-0.0272,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
60,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-2,0,0,0,0,0,-1,-0.0117499999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
61,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-2,1,0,0,0,0,-1,-0.0178499999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
62,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-2,2,0,0,0,0,-1,-0.0239499999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
63,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-1,0,0,0,0,0,-1,-0.00824999999999991,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
64,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-1,1,0,0,0,0,-1,-0.0143499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
65,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,-1,2,0,0,0,0,-1,-0.0204499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
66,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,0,0,0,0,0,0,-1,-0.00474999999999992,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
67,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,0,1,0,0,0,0,-1,-0.0108499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
68,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,0,2,0,0,0,0,-1,-0.0169499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
69,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,1,0,0,0,0,0,-1,-0.0137499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
70,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,1,1,0,0,0,0,-1,-0.0198499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
71,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,1,1,2,0,0,0,0,-1,-0.0259499999999999,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
72,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-2,0,0,0,0,0,-1,-0.0164999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
73,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-2,1,0,0,0,0,-1,-0.0225999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
74,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-2,2,0,0,0,0,-1,-0.0286999999999997,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
75,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,0,0,0,0,0,-1,-0.0129999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
76,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,1,0,0,0,0,-1,-0.0190999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
77,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,-1,2,0,0,0,0,-1,-0.0251999999999998,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
78,1,64,4,1,degraded_sector,1,9,COC/OH,compensate_neighbor,0.187385783208705,0.444854018113652,-85.1441522109653,7.5540859561149,1,0.111111111111111,0.9,2,0,0,0,0,0,0,-1,-0.00949999999999985,1,0,safe_best_reward,0,1,ok,0,0,0,0,0,0,0,0,local COC/OH coverage-compensation proxy
