scenario_id,scenario_name,sector_id,site_id,azimuth_deg,attached_ue_count,active_ue_count,active_attached_ue_count,offered_traffic_Mbps,served_traffic_Mbps,unserved_traffic_Mbps,sector_capacity_Mbps,sector_load_ratio,mean_RSRP_dBm,median_RSRP_dBm,mean_SINR_dB,median_SINR_dB,mean_UE_throughput_Mbps,median_UE_throughput_Mbps,qos_satisfaction_ratio,overload_flag,es_candidate
6,low_load_energy_saving_candidate,14,5,150,31,1,1,1.17495318771948,1.17495318771948,0,51.4340910060279,0.022843860263454,-89.3995734179541,-89.9180850618075,10.4333501947439,9.80002530457659,1.17495318771948,1.17495318771948,1,0,1
6,low_load_energy_saving_candidate,15,5,270,26,2,2,4.02541185661129,4.02541185661129,0,29.3164401952096,0.137309026259916,-91.3082619192001,-90.7327315910204,4.56772955182082,2.73005595704479,2.01270592830564,2.01270592830564,1,0,0
6,low_load_energy_saving_candidate,16,6,30,17,1,1,1.85452007702609,1.85452007702609,0,29.8260789485327,0.0621778035331502,-87.8839199033095,-88.6826212446397,4.93299281200439,6.43242608138281,1.85452007702609,1.85452007702609,1,0,1
6,low_load_energy_saving_candidate,17,6,150,21,2,2,4.55955822356717,4.55955822356717,0,49.658459839672,0.0918183576028782,-86.3798958115902,-86.9738202361338,10.5406914379277,9.64061086786303,2.27977911178358,2.27977911178358,1,0,1
6,low_load_energy_saving_candidate,18,6,270,24,0,0,0,0,0,59.0619867087499,0,-87.8714008863819,-88.7930458026372,14.0769925429078,12.4755813808277,NaN,NaN,NaN,0,1
6,low_load_energy_saving_candidate,19,7,30,21,1,1,1.61518039357655,1.61518039357655,0,42.5115784180422,0.037993893750392,-88.1184684725153,-92.2503356850127,8.14979552691559,6.55867341866668,1.61518039357655,1.61518039357655,1,0,1
6,low_load_energy_saving_candidate,20,7,150,14,0,0,0,0,0,29.9667886765666,0,-89.5635499724177,-91.818936242039,4.58133545309504,2.49138969135319,NaN,NaN,NaN,0,1
6,low_load_energy_saving_candidate,21,7,270,28,1,1,1.88880508341008,1.88880508341008,0,50.6723890588778,0.0372748378059582,-87.6055765234618,-86.0202276771641,10.322705147193,11.4089788690347,1.88880508341008,1.88880508341008,1,0,1
7,handover_stress,1,1,30,20,3,3,8.17653447298132,8.17653447298132,0,33.7104311575958,0.242552058582583,-87.5616155914678,-89.5464957064788,6.2322355887658,3.29779107309942,2.72551149099377,3.43014314871971,1,0,0
7,handover_stress,2,1,150,19,0,0,0,0,0,37.3318653076124,0,-88.2919578804069,-90.8523154915148,6.34767417913092,3.84152352616242,NaN,NaN,NaN,0,0
7,handover_stress,3,1,270,28,1,1,2.48689271239576,2.48689271239576,0,32.3804688354146,0.0768022453608159,-89.4296674014696,-90.9244838447689,5.23476494002809,5.72751267851237,2.48689271239576,2.48689271239576,1,0,0
7,handover_stress,4,2,30,22,4,4,20.5313099035049,20.5313099035049,0,50.3932560660535,0.407421776370102,-88.5603249614253,-90.8349628836435,10.7656873694165,10.3463524617332,5.13282747587623,5.51378930414496,1,0,0
7,handover_stress,5,2,150,23,3,3,19.3573884807731,19.3573884807731,0,45.540279116117,0.425060822122242,-85.0112150525165,-85.6552542198142,9.46839217216273,7.8902131910824,6.45246282692436,6.73173137056434,1,0,0
7,handover_stress,6,2,270,24,3,3,18.5431341748209,18.5431341748209,0,41.4244502748956,0.447637423110441,-88.9071432116922,-88.3075029100374,7.91237415031881,7.96543679417371,6.1810447249403,5.6966859614189,1,0,0
7,handover_stress,7,3,30,12,4,4,16.7119279998488,16.7119279998488,0,61.4293223884032,0.27205131605039,-86.5683014883463,-85.1882467900174,13.7991433535612,16.0803476579016,4.1779819999622,3.72400803279961,1,0,0
7,handover_stress,8,3,150,27,3,3,11.8993558876346,11.8993558876346,0,38.4837620996791,0.309204590154501,-90.438575960267,-91.4102700598855,7.09812972002536,5.76240196349007,3.96645196254487,3.17721206608794,1,0,0
7,handover_stress,9,3,270,27,4,4,19.6543985283617,19.6543985283617,0,29.7967297255914,0.659615961528868,-88.3456543732236,-90.2131046459035,4.64567000125273,2.98242089000252,4.91359963209044,5.43417051721864,1,0,0
7,handover_stress,10,4,30,18,4,4,21.4178964705445,21.4178964705445,0,37.7727521041895,0.567019750413393,-89.8168095589798,-90.9716791254548,6.37373967550006,3.61640049753104,5.35447411763612,6.20275979110942,1,0,0
7,handover_stress,11,4,150,20,2,2,6.94927184734027,6.94927184734027,0,46.687704382035,0.148845867221827,-89.410269405971,-90.3644346756031,9.22402223632488,7.10743159594119,3.47463592367014,3.47463592367014,1,0,0
7,handover_stress,12,4,270,15,2,2,7.15774497436467,7.15774497436467,0,26.2312511699774,0.272870894643293,-90.0040551631435,-92.183885087145,3.39119985736807,2.05236794969468,3.57887248718234,3.57887248718234,1,0,0
7,handover_stress,13,5,30,23,4,4,22.1863666674102,22.1863666674102,0,31.6608991189427,0.700749734998402,-88.5755848334783,-90.4402382572322,5.41371845181904,2.49260246011417,5.54659166685256,6.18346038246797,1,0,0
7,handover_stress,14,5,150,24,5,5,21.5261495007901,21.5261495007901,0,54.103604467463,0.397869046113843,-88.2213968018818,-88.9872027987827,11.156394038451,12.5125047160296,4.30522990015803,4.14201340881461,1,0,0
7,handover_stress,15,5,270,22,3,3,9.37670579079207,9.37670579079207,0,37.9509034580704,0.247074639505007,-87.5806416346674,-88.1556114203314,7.28434632174174,4.19694473848644,3.12556859693069,1.40151607938933,1,0,0
7,handover_stress,16,6,30,21,3,3,15.3717402405519,15.3717402405519,0,31.4506582525094,0.488757345462727,-89.2121922062131,-89.7675326756812,4.77479715981834,2.97141300587484,5.12391341351729,5.27769028624669,1,0,0
7,handover_stress,17,6,150,30,3,3,16.2469656723071,16.2469656723071,0,42.0018141882111,0.386815807514983,-88.0888568712357,-90.5591539868963,8.58689288255441,6.65282365399434,5.41565522410238,6.27975584159195,1,0,0
7,handover_stress,18,6,270,19,2,2,11.6457236314026,11.6457236314026,0,47.2694642554691,0.246368851748836,-91.2028852950105,-90.7948143994542,9.53993271336739,9.21131966290423,5.82286181570128,5.82286181570128,1,0,0
7,handover_stress,19,7,30,23,2,2,11.8639914583196,11.8639914583196,0,33.9986963155958,0.34895430542957,-90.2968334444908,-90.3007208119263,5.75587307315737,5.25526237464887,5.93199572915981,5.93199572915981,1,0,0
7,handover_stress,20,7,150,30,7,7,29.3854164714634,29.3854164714634,0,32.6567995433218,0.899825362019366,-90.6138055878132,-91.2592233989795,5.37180542342935,3.84118289887356,4.19791663878049,4.36008137379749,1,1,0
7,handover_stress,21,7,270,26,9,9,46.7340315431074,46.7340315431074,0,51.923869361022,0.900049093378805,-89.8065722656776,-87.3785562172448,10.4452011008081,10.3533537924397,5.19267017145637,4.93363130501094,1,1,0
8,mixed_conflict,1,1,30,21,4,4,27.2714510018996,27.2714510018996,0,30.6951641922994,0.888460828261061,-88.2497921678464,-88.4461990504893,4.99232003691556,2.50839803829972,6.8178627504749,6.4666769466241,1,1,0
8,mixed_conflict,2,1,150,17,8,8,58.3793653521437,43.9145097923035,14.4648555598402,43.9145097923035,1.3293867022142,-85.7738826235953,-85.4713986764819,8.41538570497615,7.54150028822666,5.48931372403794,5.43152851130714,0,1,0
8,mixed_conflict,3,1,270,20,8,8,50.4830376485656,30.0554976074755,20.4275400410901,30.0554976074755,1.67966068330904,-90.0265626219289,-91.4235192852555,4.72800433725081,3.35944006546768,3.75693720093444,3.39044210507647,0,1,0
8,mixed_conflict,4,2,30,23,12,12,94.6523727668356,55.0651501089981,39.5872226578376,55.0651501089981,1.71891609447131,-88.491645087168,-86.6260977325075,11.5911176306825,10.5958189776708,4.58876250908317,4.62318306685442,0,1,0
8,mixed_conflict,5,2,150,23,5,5,32.609135950018,32.609135950018,0,38.4553294239154,0.847974427433676,-87.2730569036018,-87.0215314744135,6.80001110168376,4.49738654849806,6.5218271900036,6.53715316608441,1,1,0
8,mixed_conflict,6,2,270,27,9,9,48.3955704300153,40.2119861098428,8.1835843201725,40.2119861098428,1.20351107000331,-89.7325094452535,-89.9596281990182,7.46115184446237,5.16271854754086,4.4679984566492,3.2278992595249,1,1,0
8,mixed_conflict,7,3,30,28,6,6,46.6247267813642,46.6247267813642,0,54.0814879482999,0.862119896293089,-88.4382814116212,-87.3230920990358,11.6016944864881,11.4283773672702,7.77078779689403,8.20568552137432,1,1,0
8,mixed_conflict,8,3,150,31,7,7,50.8577390166897,45.0582118804914,5.79952713619826,45.0582118804914,1.12871187945896,-89.6192703264429,-90.5076351191464,8.91122927701572,7.94832077077002,6.43688741149878,6.11681520720477,1,1,0
8,mixed_conflict,9,3,270,21,6,6,42.1472018491903,40.5605459422169,1.58665590697337,40.5605459422169,1.03911820884348,-86.4410847710782,-86.4319682162405,7.60951693807632,5.12575579641214,6.76009099036949,6.04764289502381,1,1,0
8,mixed_conflict,10,4,30,32,8,8,63.5852473420543,39.3534065194676,24.2318408225867,39.3534065194676,1.61574951105185,-89.0702682210697,-89.8283941979931,7.3675696433798,6.7160928255836,4.91917581493345,5.53591066807237,0,1,0
8,mixed_conflict,11,4,150,7,3,3,18.729808579358,18.729808579358,0,40.6654875116679,0.460582418297186,-91.6359009538787,-91.1956627229351,7.75536869219342,5.86279295901794,6.24326952645268,4.32604837739324,1,0,0
8,mixed_conflict,12,4,270,26,4,4,35.6968567746129,31.6855759792159,4.01128079539702,33.3140139527542,1.07152674022524,-86.7200280982086,-86.8893088447334,5.60897795316404,4.38310266012404,7.92139399480398,8.76781337844537,0.75,1,0
8,mixed_conflict,13,5,30,22,5,5,31.5527165289073,31.5527165289073,0,35.9225230032849,0.878354689229984,-85.9188835537153,-86.5851448014667,6.6538287452202,5.19961899387614,6.31054330578146,6.70386199950342,1,1,0
8,mixed_conflict,14,5,150,31,8,8,60.1351373727126,52.1999057778479,7.93523159486472,52.1999057778479,1.15201620532871,-89.3995734179541,-89.9180850618075,10.6353872081117,9.98252388538404,6.52498822223099,6.80236758368776,1,1,0
8,mixed_conflict,15,5,270,26,8,8,53.155193975934,29.3281003942736,23.8270935816603,29.3281003942736,1.81243221556595,-91.3082619192001,-90.7327315910204,4.57082829615719,2.73014041598397,3.66601254928421,2.83341095492482,0,1,0
8,mixed_conflict,16,6,30,17,6,6,38.3369052973231,29.8266907452611,8.51021455206196,29.8266907452611,1.28532211718506,-87.8839199033095,-88.6826212446397,4.93315622395789,6.43254468423098,4.97111512421019,4.35613734667266,0,1,0
8,mixed_conflict,17,6,150,21,6,6,38.4247022533956,38.4247022533956,0,49.6593292942268,0.773766033482507,-86.3798958115902,-86.9738202361338,10.5412176008821,9.64070049495181,6.40411704223259,5.88848836529535,1,0,0
8,mixed_conflict,18,6,270,24,9,9,68.9484605872693,59.0626411097457,9.88581947752365,59.0626411097457,1.1673785542227,-87.8714008863819,-88.7930458026372,14.077293510903,12.4760728602306,6.56251567886063,6.46859873940951,1,1,0
8,mixed_conflict,19,7,30,21,10,10,73.3726774071028,42.5124021614301,30.8602752456727,42.5124021614301,1.72591229092368,-88.1184684725153,-92.2503356850127,8.15005950372227,6.55879314972722,4.25124021614301,4.03724649545653,0,1,0
8,mixed_conflict,20,7,150,14,2,2,17.7268332189379,17.7268332189379,0,29.9672162092987,0.591540872369632,-89.5635499724177,-91.818936242039,4.58150570832057,2.49143470161722,8.86341660946897,8.86341660946897,1,0,0
8,mixed_conflict,21,7,270,28,8,8,50.7184138015207,50.6727527854557,0.0456610160649968,50.6727527854557,1.0009010960241,-87.6055765234618,-86.0202276771641,10.3228308636256,11.4090757683834,6.33409409818196,5.88279628701845,1,1,0
