final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action
202,36,mixed_conflict,19,LB/MLB,3,20,16,20,16,20,16,sectors.cio_dB,20,CIO_bias,17962,cio_bias_to_neighbor,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,81,duplicate_application_target_parameter,0,-0.127458318317282,-0.127499999999999,0,0,0,-3,0,0,
313,6,mixed_conflict,11,ES,6,2,2,2,2,2,2,sectors.is_sleeping,2,ES_state,20678,sleep,rejected_safety_conflict,0,1,1,0,0,0,ES sleep on a sector also touched by COC/LB/HO-MRO action.,2,es_sleep_overlap,0,0.249991236833438,0.25,0,0,0,0,0,0,sleep
434,38,handover_stress,1,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,23217,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,85,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
435,38,handover_stress,1,HO/MRO,4,11,10,11,10,11,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,11,HOM|TTT|CIO,23395,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,88,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
437,38,handover_stress,1,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,23751,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,86,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
439,38,handover_stress,1,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,24107,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,90,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
443,38,handover_stress,1,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,24819,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,87,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
444,38,handover_stress,1,HO/MRO,4,21,19,21,19,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,21,HOM|TTT|CIO,24997,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,89,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
454,40,handover_stress,2,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,28913,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,95,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
457,40,handover_stress,2,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,29447,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,96,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
460,40,handover_stress,2,HO/MRO,4,18,16,18,16,18,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,29981,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,97,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
