final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action
460,40,handover_stress,2,HO/MRO,4,18,16,18,16,18,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,29981,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,97,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
461,40,handover_stress,2,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,30159,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,
462,40,handover_stress,2,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,30337,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,
463,40,handover_stress,2,HO/MRO,4,21,19,21,19,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,21,HOM|TTT|CIO,30515,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,
464,62,overload,2,HO/MRO,4,2,13,2,13,2,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,32223,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
465,62,overload,2,HO/MRO,4,5,0,5,0,0,0,none,0,none,32283,no_op,unresolved_unsafe_fallback,0,1,0,1,1,1,,NaN,,0,8.32929035236621e-05,0,0,0,0,0,0,0,
466,62,overload,2,HO/MRO,4,15,13,15,13,15,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,32532,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,101,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
467,2,degraded_sector,3,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,32651,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
468,2,degraded_sector,3,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,32829,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
469,45,overload,3,HO/MRO,4,2,0,2,0,0,0,none,0,none,35843,no_op,final_noop,0,1,1,0,1,0,,NaN,,0,-0.000117459659326373,0,0,0,0,0,0,0,
470,63,mixed_conflict,4,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,39462,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
471,63,mixed_conflict,4,HO/MRO,4,5,4,5,4,5,4,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,39758,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,
472,64,low_load,5,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,43378,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
473,65,mixed_conflict,5,HO/MRO,4,12,10,12,10,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,44030,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
474,26,outage_sector,6,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,49917,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
475,26,outage_sector,6,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,50095,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,34,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
476,26,outage_sector,6,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,50273,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
477,66,normal,7,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,55079,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
478,66,normal,7,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,55257,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
479,66,normal,7,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,55435,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
480,66,normal,7,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,55613,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
481,67,overload,8,HO/MRO,4,16,0,16,0,0,0,none,0,none,61119,no_op,unresolved_unsafe_fallback,0,1,0,1,1,1,,NaN,,0,8.32929035236621e-05,0,0,0,0,0,0,0,
482,3,degraded_sector,9,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,61309,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
483,68,normal,9,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,65937,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
484,68,normal,9,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,66162,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,
485,69,overload,9,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,66827,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
486,69,overload,9,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,67052,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,
487,70,normal,10,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,70565,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
488,70,normal,10,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,70743,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
489,71,low_load_energy_saving_candidate,11,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,76617,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
490,72,handover_stress,13,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,85517,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
491,72,handover_stress,13,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,85742,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,
492,72,handover_stress,13,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,85873,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
493,72,handover_stress,13,HO/MRO,4,5,9,5,9,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,86110,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
494,72,handover_stress,13,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,86229,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,
495,72,handover_stress,13,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,86466,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,
496,72,handover_stress,13,HO/MRO,4,12,13,12,13,12,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,86644,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,
497,72,handover_stress,13,HO/MRO,4,13,12,13,12,13,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,86822,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,102,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
498,72,handover_stress,13,HO/MRO,4,14,13,14,13,14,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,14,HOM|TTT|CIO,86941,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,103,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
499,72,handover_stress,13,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,87119,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,
500,72,handover_stress,13,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,87297,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,
501,72,handover_stress,13,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,87475,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,
502,73,low_load,13,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,87653,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
503,73,low_load,13,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,87831,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
504,73,low_load,13,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,88009,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
505,74,mixed_conflict,13,HO/MRO,4,10,11,10,11,10,11,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,88471,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
506,75,low_load,17,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,107589,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
507,76,low_load_energy_saving_candidate,17,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,107814,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
508,10,mixed_conflict,17,HO/MRO,4,1,0,1,0,0,0,none,0,none,107933,no_op,unresolved_unsafe_fallback,0,1,0,1,1,1,,NaN,,0,-0.000117459659326373,0,0,0,0,0,0,0,
509,10,mixed_conflict,17,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,108229,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,
510,55,outage_sector,17,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,108479,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
511,55,outage_sector,17,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,108657,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
512,55,outage_sector,17,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,108835,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
513,77,handover_stress,18,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,109369,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
514,77,handover_stress,18,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,109547,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
515,77,handover_stress,18,HO/MRO,4,3,20,3,20,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,109784,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
516,77,handover_stress,18,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,109903,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
517,77,handover_stress,18,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,110128,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.134431850157558,0.13425,0,0,0,3,2,320,
518,77,handover_stress,18,HO/MRO,4,7,8,7,8,7,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,7,HOM|TTT|CIO,110259,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,
519,77,handover_stress,18,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,110437,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,
520,77,handover_stress,18,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,110615,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,105,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
521,77,handover_stress,18,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,110793,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,108,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
522,77,handover_stress,18,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,110971,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,
523,77,handover_stress,18,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,111149,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,106,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
524,77,handover_stress,18,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,111327,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,
525,77,handover_stress,18,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,111505,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,109,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
526,77,handover_stress,18,HO/MRO,4,18,3,18,3,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,111742,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,
527,77,handover_stress,18,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,111861,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,107,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
528,78,handover_stress,19,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,114887,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
529,78,handover_stress,19,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,115065,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
530,78,handover_stress,19,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,115243,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
531,78,handover_stress,19,HO/MRO,4,5,9,5,9,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,115480,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
532,78,handover_stress,19,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,115599,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,
533,78,handover_stress,19,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,115777,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,
534,78,handover_stress,19,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,116014,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,
535,78,handover_stress,19,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,116133,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,
536,78,handover_stress,19,HO/MRO,4,12,10,12,10,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,116429,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,114,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
537,78,handover_stress,19,HO/MRO,4,13,12,13,12,13,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,116548,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,115,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
538,78,handover_stress,19,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,116667,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,
539,78,handover_stress,19,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,116845,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,
540,78,handover_stress,19,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,117023,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,
541,78,handover_stress,19,HO/MRO,4,18,16,18,16,18,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,117201,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,116,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
542,78,handover_stress,19,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,117379,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,12,0.110310525225177,0.11025,0,0,0,3,-2,320,
543,78,handover_stress,19,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,117557,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,13,0.110310525225177,0.11025,0,0,0,3,-2,320,
544,78,handover_stress,19,HO/MRO,4,21,19,21,19,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,21,HOM|TTT|CIO,117735,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,117,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
545,79,normal,19,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,118803,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
546,79,normal,19,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,118981,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
547,79,normal,19,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,119159,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
